Bill,Flags,Title,Status,Veto,Date,Original Sponsor
"SB 5342","f","Human trafficking","C 4 L 16","","3/10/2016","Hasegawa"
"ESSB 5346","f#","Personal emer resp services","C 30 L 15","","4/17/2015","Ranker"
"SSB 5348","","Joint utilization contracts","C 232 L 15","","5/11/2015","Miloscia"
"E2SSB 5353","af","Distillery spirits marketing","C 194 L 15","","5/7/2015","Angel"
"ESSB 5355","fe","Resident student/veterans","C 8 L 15 E3","","7/6/2015","Bailey"
"SSB 5362","ao","Charter & excursion carriers","C 233 L 15","","5/11/2015","King"
"SSB 5381","a","Firearms, return by law enf.","C 130 L 15","","4/28/2015","Billig"
"SB 5387","ao","Business orgs/uniformity","C 176 L 15","","5/6/2015","Pedersen"
"2SSB 5404","fe","Homeless youth","C 69 L 15","","4/24/2015","O'Ban"
"ESB 5419","f","Student user privacy","C 277 L 15","","5/18/2015","Litzow"
"ESB 5424","f#","Renewable natural gas/PUDs","C 31 L 15","","4/17/2015","King"
"SSB 5433","f","Tribal history, culture, etc","C 198 L 15","","5/8/2015","Litzow"
"ESSB 5435","af#","Optional salary deferral","C 112 L 16","","3/31/2016","Bailey"
"SSB 5438","f#","Bicycle, moped/stop, proceed","C 32 L 15","","4/17/2015","King"
"ESSB 5441","a","Patient meds coordination","C 213 L 15","","5/8/2015","Rivers"
"SSB 5448","f","Lyme disease treatment","C 89 L 15","","4/24/2015","Hatfield"
"SB 5458","#","Health district banking","C 3 L 16 E1","V","3/29/2016","Angel"
"ESSB 5460","af","Prepackaged emer meds in ER","C 234 L 15","","5/11/2015","Parlette"
"SB 5464","fd","Fishing guide/unlawfully","C 90 L 15","","4/24/2015","Warnick"
"SB 5466","fo","PEBB benefits eligibility","C 116 L 15","","4/25/2015","Becker"
"SB 5468","fd","Stay-at-work & self-insured","C 177 L 15","","5/6/2015","King"
"ESB 5471","af","Insurance/electronic delivry","C 263 L 15","","5/14/2015","Angel"
"SSB 5481","af","Tolling customer service","C 292 L 15","","5/18/2015","Hill"
"SB 5482","","GPS data disclosure","C 91 L 15","","4/24/2015","Roach"
"2SSB 5486","f#","Parents for parents program","C 117 L 15","","4/25/2015","Frockt"
"SSB 5488","f","Applied behavior analysis","C 118 L 15","","4/25/2015","Keiser"
"ESSB 5498","ad","Interstate family support","C 214 L 15","","5/8/2015","Pedersen"
"SSB 5501","af#","Animal cruelty prevention","C 235 L 15","PV","5/11/2015","Fain"
"ESB 5504","","Liquor stocking/distributors","C 33 L 15","","4/17/2015","Hewitt"
"ESB 5510","af","Workers' comp benefits","C 178 L 15","","5/6/2015","Braun"
"SSB 5518","f","Campus sexual violence","C 92 L 15","","4/24/2015","Kohl-Welles"
"SB 5532","","WA gift of life award","C 8 L 15","","4/16/2015","Rolfes"
"SSB 5534","af","CPA scholarship program","C 215 L 15","","5/8/2015","Bailey"
"SSB 5538","a","Tenant's death/procedures","C 264 L 15","","5/14/2015","Angel"
"SB 5549","fd","Pharmacy assistants","C 4 L 16 E1","V","3/29/2016","Jayapal"
"ESSB 5550","af#","Commercial trans. providers","C 236 L 15","","5/11/2015","Habib"
"SB 5556","","Irrigation district admin.","C 34 L 15","","4/17/2015","Warnick"
"ESSB 5557","a","Pharmacist services","C 237 L 15","","5/11/2015","Parlette"
"E2SSB 5564","af#","Juvenile records and fines","C 265 L 15","PV","5/14/2015","O'Ban"
"ESB 5577","f","Pharmaceutical waste","C 119 L 15","","4/25/2015","Braun"
"SB 5581","f","Group life & disability ins.","C 143 L 16","","3/31/2016","Angel"
"SSB 5591","f#","Emer medical services/prog","C 93 L 15","","4/24/2015","Liias"
"SSB 5593","af#","Healthcare/inmates, detained","C 267 L 15","","5/14/2015","Dammeier"
"SSB 5596","af","Wine manufacturer sp. permit","C 195 L 15","","5/7/2015","King"
"SSB 5597","f","Real estate appraisers","C 144 L 16","","3/31/2016","Roach"
"SSB 5600","ad","Vulnerable adults, abuse of","C 268 L 15","","5/14/2015","Dammeier"
"SB 5603","afd","Cottage food operations","C 196 L 15","","5/7/2015","Warnick"
"SB 5605","af#","Domestic violence assault","C 113 L 16","","3/31/2016","Darneille"
"SB 5606","f","Dental professionals","C 120 L 15","","4/25/2015","Jayapal"
"ESSB 5607","a","Guardianship","C 293 L 15","","5/18/2015","Conway"
"ESB 5616","a","Pawnbroker fees, int. rates","C 294 L 15","","5/18/2015","Benton"
"SSB 5631","af#","Domestic violence victims","C 275 L 15","","5/18/2015","Hargrove"
"SSB 5633","a","Helmets to hardhats program","C 216 L 15","","5/8/2015","Conway"
"ESSB 5635","ao","Power of attorney","C 209 L 16","","4/1/2016","Pedersen"
"SB 5638","f","State need grant eligibility","C 121 L 15","","4/25/2015","Hasegawa"
"SB 5647","af#","Guardianship facilitators","C 295 L 15","","5/18/2015","Conway"
"E2SSB 5649","af#","Involuntary treatment act","C 269 L 15","","5/14/2015","Darneille"
"SB 5650","afd","Inmate funds","C 238 L 15","","5/11/2015","Padden"
"SB 5662","","Brewery promotional items","C 94 L 15","","4/24/2015","Kohl-Welles"
"SSB 5670","f","Universal comm services prog","C 145 L 16","","3/31/2016","Braun"
"SSB 5679","af","Special education students","C 217 L 15","","5/8/2015","McAuliffe"
"ESSB 5681","fd","State lottery accounts","C 31 L 15 E3","","7/6/2015","Hill"
"SB 5689","af","Diabetes epidemic","C 56 L 16","","3/29/2016","Becker"
"SB 5692","afd","Permanency plans of care","C 270 L 15","","5/14/2015","Hargrove"
"SB 5693","fd","Special commitment center","C 271 L 15","","5/14/2015","Miloscia"
"SB 5717","fo","Insurer holding company act","C 122 L 15","","4/25/2015","Angel"
"SSB 5719","af#","Campus sexual violence","C 239 L 15","","5/11/2015","Bailey"
"SSB 5721","a","Expanded learning opp's cncl","C 163 L 15","","5/1/2015","Billig"
"SSB 5728","af#","Screening for HIV infection","C 60 L 16","","3/29/2016","Darneille"
"SSB 5733","afd","Livestock transactions","C 197 L 15","","5/7/2015","Warnick"
"SSB 5740","af","Extended foster care","C 240 L 15","","5/11/2015","Fain"
"ESSB 5743","","Insurance producers, etc.","C 272 L 15","","5/14/2015","Fain"
"SB 5746","f","Everett Cmty Coll./aerospace","C 218 L 15","","5/8/2015","Bailey"
"SB 5757","","Credit union governance","C 123 L 15","","4/25/2015","Benton"
"SB 5760","#","Joint operating agencies","C 73 L 15","","4/24/2015","Brown"
"ESB 5761","f#","Industrial/manu. facilities","C 9 L 15 E1","","6/10/2015","Pearson"
"SSB 5767","#","Local govt treasuries","C 5 L 16 E1","V","3/29/2016","Cleveland"
"SB 5768","","County electronic auctions","C 95 L 15","","4/24/2015","Cleveland"
"SSB 5778","a","Ambulatory surgical facility","C 146 L 16","PV","3/31/2016","Becker"
"ESSB 5785","a","St. officers official duties","Gov vetoed","V","5/18/2015","Rivers"
"SB 5793","f","Child support credit","C 124 L 15","","4/25/2015","Darneille"
"SSB 5795","","Water or sewer facilities","C 96 L 15","","4/24/2015","Roach"
"ESSB 5803","f","3rd grade English assessment","C 125 L 15","","4/25/2015","Dammeier"
"SB 5805","f","Conflict resolution/schools","C 126 L 15","","4/25/2015","Rivers"
"ESSB 5810","d","Electronic signatures","C 72 L 15","","4/24/2015","Roach"
"ESSB 5820","","DOT surplus property","C 13 L 15 E3","","7/6/2015","King"
"SSB 5824","f","Recreational guides","C 97 L 15","PV","4/24/2015","Parlette"
"ESSB 5826","af","Small business retirement","C 296 L 15","","5/18/2015","Mullet"
"ESSB 5843","af","Outdoor recreation","C 245 L 15","","5/13/2015","Ranker"
"2SSB 5851","af","College bound scholarship","C 244 L 15","","5/12/2015","Frockt"
"5ESSB 5857","af#","Pharmacy benefit managers","C 210 L 16","","4/1/2016","Parlette"
"ESB 5863","af","Highway construction workers","C 164 L 15","","5/1/2015","Jayapal"
"SSB 5864","f","Annexed areas/sales & use tx","C 5 L 16","","3/10/2016","Nelson"
"ESB 5871","f#","Public sewer required/appeal","C 297 L 15","","5/18/2015","Angel"
"ESB 5873","f","LEOFF plan 1 retirees","C 120 L 16","","3/31/2016","Conway"
"SSB 5877","af","Adult family home licensees","C 266 L 15","","5/14/2015","O'Ban"
"SB 5879","afo","Infants, toddlers/disability","C 57 L 16","","3/29/2016","Billig"
"SB 5881","f","At-risk youth fishing permit","C 98 L 15","","4/24/2015","Pearson"
"ESSB 5884","a","Trafficking of persons","C 273 L 15","","5/14/2015","Kohl-Welles"
"SSB 5887","","Leases/N. St. Hospital site","C 99 L 15","","4/24/2015","Pearson"
"2SSB 5888","af","Near fatality incidents","C 298 L 15","","5/18/2015","O'Ban"
"SSB 5889","f","Competency eval. timeliness","C 5 L 15","","3/12/2015","O'Ban"
"ESB 5893","a","Amateur athletes/nonemployee","C 299 L 15","","5/18/2015","Fain"
"SSB 5897","f","Suspected child abuse victim","C 100 L 15","","4/24/2015","Cleveland"
"ESB 5923","af#","Construction industry","C 241 L 15","","5/11/2015","Brown"
"SSB 5928","","Bellevue College BSc degrees","C 33 L 16 E1","","4/18/2016","Dammeier"
"SSB 5933","","Human trafficking laws progr","C 101 L 15","","4/24/2015","O'Ban"
"ESB 5935","af","Biological products","C 242 L 15","","5/11/2015","Parlette"
"2ESSB 5954","f","Reducing tuition","C 36 L 15 E3","","7/6/2015","Braun"
"SSB 5957","af#","Pedestrian safety advis cncl","C 243 L 15","","5/11/2015","Liias"
"SB 5958","afd","State veterans' homes","C 219 L 15","","5/8/2015","Roach"
"SB 5974","f","Disabled vets sup coverage","C 127 L 15","","4/25/2015","Benton"
"2ESSB 5987","af#","Transportation revenue","C 44 L 15 E3","","7/15/2015","King"
"2ESSB 5988","","Additive trans funding","C 43 L 15 E3","PV","7/15/2015","King"
"ESSB 5989","f","Transportation funding bonds","C 45 L 15 E3","","7/15/2015","King"
"2ESSB 5992","","Ferry vessel construction","C 14 L 15 E3","","7/6/2015","King"
"2ESB 5993","f","Public works contracts, proj","C 40 L 15 E3","","7/14/2015","King"
"2ESSB 5994","","State trans project permits","C 15 L 15 E3","","7/6/2015","King"
"2ESB 5995","","Mobility/trans system goal","C 16 L 15 E3","","7/6/2015","King"
"2ESSB 5996","f#","DOT transportation projects","C 17 L 15 E3","PV","7/6/2015","King"
"2ESSB 5997","","Trans project delivery","C 18 L 15 E3","","7/6/2015","King"
"SSB 5999","f","Caseload forecast council","C 128 L 15","","4/25/2015","Darneille"
"ESB 6013","f","Charity supporter tax relief","C 32 L 15 E3","","7/6/2015","Roach"
"ESSB 6052","f","Operating bdgt 2015, 2015-17","C 4 L 15 E3","PV","6/30/2015","Hill"
"ESSB 6057","","Tax prefs & admin/econ devel","C 6 L 15 E3","","7/1/2015","Hill"
"2ESSB 6080","f","Kindergarten, K-3 class size","C 41 L 15 E3","","7/14/2015","Dammeier"
"2ESB 6089","","Health benefit exchange","C 33 L 15 E3","","7/6/2015","Hill"
"ESB 6091","af","Slayer, definition of","C 211 L 16","","4/1/2016","Dammeier"
"ESB 6092","f#","Court marshals, commissioned","C 6 L 15 E2","","7/9/2015","Roach"
"ESSB 6096","f","Cancer research","C 34 L 15 E3","","7/6/2015","Becker"
"ESB 6100","af","Economic gardening pilot pr.","C 212 L 16","","4/1/2016","Chase"
"SSB 6117","","Notice against trespass","Gov vetoed","V","4/1/2016","Sheldon"
"SSB 6120","a","Vessel registration exemp","C 114 L 16","","3/31/2016","Mullet"
"SSB 6134","","Pretrial alcohol monitoring","C 35 L 15 E3","","7/6/2015","Padden"
"ESSB 6138","f","Tax pref elim and compliance","C 5 L 15 E3","","7/1/2015","Hill"
"SB 6145","f","High sch science assessment","C 42 L 15 E3","","7/14/2015","Fraser"
"SB 6148","f","Storage/personal property","C 6 L 16 E1","V","3/29/2016","Warnick"
"SB 6156","fd","Medicaid false claims act","C 147 L 16","","3/31/2016","Rivers"
"SSB 6160","af#","Motor vehicle air bags","C 213 L 16","","4/1/2016","O'Ban"
"SB 6162","fd","Invasive species council","C 7 L 16 E1","V","3/29/2016","Honeyford"
"SSB 6165","af#","Short-barreled rifles","C 214 L 16","","4/1/2016","Takko"
"ESB 6166","f","Incremental electricity","Gov vetoed","V","4/1/2016","Takko"
"SB 6170","","Retirement info. disclosure","C 8 L 16 E1","V","3/29/2016","Roach"
"SB 6171","d","OPMA civil penalties","C 58 L 16","","3/29/2016","Roach"
"SSB 6177","","Marijuana research licenses","C 9 L 16 E1","V","3/29/2016","Rivers"
"SSB 6179","af","Water banking","C 215 L 16","","4/1/2016","Honeyford"
"E2SSB 6194","af#","Public non-common schools","C 241 L 16","","4/1/2016","Litzow"
"E2SSB 6195","f","Basic education obligations","C 3 L 16","","2/29/2016","Rivers"
"SB 6196","fo","Energy site eval. council","C 10 L 16 E1","V","3/29/2016","McCoy"
"SB 6200","fd","WA fish license plates","C 30 L 16","","3/25/2016","Hewitt"
"SB 6202","fd","National guard empl. rights","C 12 L 16","","3/10/2016","Hobbs"
"ESSB 6203","af","Practice of pharmacy","C 148 L 16","","3/31/2016","Parlette"
"SB 6205","fo","Corporation/acquiring person","C 216 L 16","","4/1/2016","Pedersen"
"ESSB 6206","f#","Industrial hemp growing","C 11 L 16 E1","V","3/29/2016","Hasegawa"
"SSB 6211","af#","Nonprofit homeownership dev.","C 217 L 16","","4/1/2016","Dammeier"
"SSB 6219","f#","Vehicular homicide sentences","C 6 L 16","","3/10/2016","Brown"
"SB 6220","f","Federal economic dev. funds","C 12 L 16 E1","V","3/29/2016","Brown"
"SSB 6227","afd","Wildlife and recreation prg.","C 149 L 16","","3/31/2016","Honeyford"
"SSB 6238","af","Schedule II prescriptions","C 150 L 16","","3/31/2016","Rivers"
"E2SSB 6242","f#","ISRB/notice of petitions","C 218 L 16","PV","4/1/2016","O'Ban"
"SB 6245","f","Visual screening in schools","C 219 L 16","","4/1/2016","Litzow"
"ESSB 6248","f","Transition of coal units","C 220 L 16","PV","4/1/2016","Ericksen"
"SSB 6254","f","Purple Heart license plates","C 31 L 16","","3/25/2016","Sheldon"
"SSB 6261","a#","Human remains","C 221 L 16","","4/1/2016","Padden"
"SB 6263","fo","Emergency mgmt. benefits","C 115 L 16","","3/31/2016","Warnick"
"SSB 6264","afo","WSPRS/LEOFF annuities","C 222 L 16","","4/1/2016","Dammeier"
"SSB 6273","af","Schools/safe technology use","C 59 L 16","","3/29/2016","Liias"
"SB 6274","af","Columbia river endorsement","C 223 L 16","","4/1/2016","Parlette"
"SSB 6281","o","Uniform athlete agents act","C 13 L 16 E1","V","3/29/2016","Fain"
"SB 6282","fo#","Mortgage lending fraud/acct.","C 7 L 16","","3/10/2016","Benton"
"SSB 6283","o","Securities act of WA","C 61 L 16","","3/29/2016","Benton"
"SSB 6284","","Fire sprinkler systems","C 14 L 16 E1","V","3/29/2016","Takko"
"SSB 6286","f","Offender assault victims","C 8 L 16","","3/10/2016","Pearson"
"SSB 6290","e","Apple commission","C 15 L 16 E1","V","3/29/2016","Honeyford"
"ESSB 6293","af","Student volunteers","C 62 L 16","","3/29/2016","Braun"
"SSB 6295","f#","Coroner's inquests/venue","C 13 L 16","","3/10/2016","Hasegawa"
"SB 6296","fd","Habitat & rec. lands group","C 151 L 16","","3/31/2016","Parlette"
"SB 6299","f","Transport. drafting error","C 32 L 16","","3/25/2016","King"
"ESSB 6309","f","Service contract providers","C 224 L 16","","4/1/2016","Angel"
"SSB 6314","a","County road admin. & maint.","C 19 L 16","","3/25/2016","Fain"
"SB 6325","","Cider alcohol content","C 225 L 16","","4/1/2016","Baumgartner"
"SSB 6326","","Automobile facility records","C 16 L 16 E1","V","3/29/2016","King"
"SSB 6327","a","Hospital discharge planning","C 226 L 16","","4/1/2016","Bailey"
"ESSB 6328","f#","Vapor products","C 38 L 16 E1","","4/19/2016","Dammeier"
"SSB 6329","a","Parent to parent program","Gov vetoed","V","4/1/2016","O'Ban"
"SSB 6337","a#","Tax foreclosed prop./housing","C 63 L 16","","3/29/2016","Darneille"
"SSB 6338","a#","Cooperative assoc. mergers","C 228 L 16","","4/1/2016","Padden"
"SSB 6341","f","Cannabis producer services","C 17 L 16 E1","V","3/29/2016","Rivers"
"SSB 6342","o","Private activity bond alloc.","C 18 L 16 E1","V","3/29/2016","Miloscia"
"SB 6345","fd","Fruit & vegetable inspection","C 229 L 16","","4/1/2016","Takko"
"ESB 6349","afd","Public funds and deposits","C 152 L 16","","3/31/2016","Benton"
"SSB 6354","f","Reverse transfer agreements","C 19 L 16 E1","V","3/29/2016","Liias"
"ESSB 6356","","Cloud service employee info.","C 153 L 16","","3/31/2016","Roach"
"SSB 6358","fd#","Rail fixed guideway system","C 33 L 16","","3/25/2016","King"
"SSB 6360","fd","Traffic fines consolidation","C 230 L 16","","4/1/2016","O'Ban"
"SSB 6363","f","Transportation/waterways","C 34 L 16","","3/25/2016","Takko"
"SB 6371","fo","Early learning agency def.","C 231 L 16","","4/1/2016","Litzow"
"SB 6376","","Human trafficking awareness","C 9 L 16","","3/10/2016","Fraser"
"SB 6398","","Cultural foods","C 20 L 16 E1","V","3/29/2016","Hasegawa"
"SB 6400","fd","Technical changes/wildlife","C 64 L 16","","3/29/2016","Hewitt"
"SB 6401","fd","Secondary fish receivers","C 21 L 16 E1","V","3/29/2016","Rolfes"
"SB 6405","","Civilian health program","C 65 L 16","","3/29/2016","Benton"
"ESB 6413","a","Landlord-tenant provisions","C 66 L 16","","3/29/2016","Mullet"
"SSB 6421","f","Epinephrine autoinjectors","C 10 L 16","","3/10/2016","Ranker"
"ESSB 6427","af","Tribal member/vehicle sale","C 232 L 16","","4/1/2016","Fain"
"SSB 6430","af#","Incarceration/cont. of care","C 154 L 16","","3/31/2016","Parlette"
"SSB 6445","af","Mental health/phys. assists.","C 155 L 16","","3/31/2016","Braun"
"SSB 6449","f","Enhanced raffles","C 116 L 16","","3/31/2016","Hewitt"
"E2SSB 6455","af","Prof. educator workforce","C 233 L 16","","4/1/2016","Dammeier"
"SB 6459","af#","Peace officers/assisting DOC","C 234 L 16","","4/1/2016","Rivers"
"SSB 6463","f#","Crime of luring","C 11 L 16","","3/10/2016","Pearson"
