Bill,Flags,Title,Status,Veto,Date,Original Sponsor,Committee Sponsor,Companion Bills,Last Roll Call,Latest Committee Recommendation,Sponsor (combined),Secondary Sponsor,This Committee Recommendation
"HB 2415","","Worksite learning","H Education","","1/13/2016","Pike","","SB 6453(S EL/K-12)","","","Pike","Wylie",""
"HB 2416","f#","Correctional industries ins.","H Gen Govt & Info","","2/5/2016","Pike","","","","DPS9 (PS 16)","Pike","Manweller",""
"HB 2417","f","Driver's licenses","H subst for","","2/10/2016","Pike","","","","DPS22 (TR 16)","Pike","Moeller",""
"HB 2418","f#","Growth mgmt. hearings board","H Local Govt","","1/13/2016","Pike","","","","","Pike","Taylor",""
"HB 2419","f","Front license plates","H Trans","","1/13/2016","Pike","","","","","Pike","Goodman",""
"HB 2420","","Small parcels/ag & rural dev","H Local Govt","","1/13/2016","Pike","","","","","Pike","Taylor",""
"HB 2421","","Greenhouse emissions/federal","H Environment","","1/13/2016","Pike","","","","","Pike","Vick",""
"HB 2422","fd","WA fish license plates","H Trans","","1/13/2016","Tarleton","","SB 6200(C 30 L 16)","","","Tarleton","Orcutt",""
"HB 2423","f","Homeowners' assoc. ombuds","H Judiciary","","1/13/2016","Kilduff","","SB 6212(S Fin Inst/Ins)","","","Kilduff","Wylie",""
"HB 2424","","Hospital discharge planning","H Rules X","","2/26/2016","Tharinger","","","","DPS11 DNP3 w/oRec1 (HCW 16)","Tharinger","Johnson",""
"HB 2425","f","Massage therapists","H subst for","","2/17/2016","Kuderer","","SB 6181(S Rules X)","","DPS12 (HCW 16)","Kuderer","Schmick",""
"HB 2426","f#","Rural library trustee appt.","H Rules R","","1/28/2016","Fitzgibbon","","SB 6313(S GovtOp&Sec)","","DPS8 DNP1 (LG 16)","Fitzgibbon","Stokesbary",""
"HB 2427","","Local gov. modernization","H subst for","","2/16/2016","Springer","","","","DPS7 DNP2 (LG 16)","Springer","Stokesbary",""
"HB 2428","f#","Lien recording fee exemption","H Comm Dev, Hous","","1/13/2016","Wylie","","SB 6330(S Fin Inst/Ins)","","","Wylie","Ryu",""
"HB 2429","f","Student assessment results","H subst for","","2/15/2016","Caldier","","","","DPS32 (APP 16)","Caldier","Reykdal",""
"HB 2430","f","Appliance water conservation","H subst for","","2/12/2016","Stanford","","","","DPS7 DNP5 w/oRec1 (AGNR 16)","Stanford","Lytton",""
"HB 2431","","Schedule II controlled subs.","H HC/Wellness","","1/13/2016","Harris","","SB 6238(S subst for)","","","Harris","Moeller",""
"HB 2432","f","Substance abuse monitoring","C 42 L 16","","3/29/2016","Riccelli","","","46-2-0-1","DP12 (HLTH 16)","Riccelli","Harris",""
"HB 2433","f","CPA firm mobility","H subst for","","2/11/2016","Vick","","","","DPS11 (BFS 16)","Vick","Kirby",""
"HB 2434","f","WA space exploration sector","H Approps","","1/29/2016","Morris","","","","DPS11 w/oRec1 (TED 16)","Morris","Smith",""
"HB 2435","f#","Election reconcil. reports","H subst for","","2/17/2016","Hudgins","","","","DPS7 (GGIT 16)","Hudgins","Hunt, S.",""
"HB 2436","f#","Permanent ballot drop boxes","H Rules X","","2/26/2016","Hudgins","","","","DPS4 DNP2 (GGIT 16)","Hudgins","Hunt, S.",""
"HB 2437","","Legislators/election year","H Rules R","","1/25/2016","Hudgins","","","","DP7 (SG 16)","Hudgins","Hunt, S.",""
"HB 2438","f#","Excess liquor revenue dist.","H Approps","","2/5/2016","Nealey","","SB 6425(S Ways & Means)","","DP9 (COG 16)","Nealey","Reykdal",""
"HB 2439","f","Youth mental health services","H subst for","","2/16/2016","Kagi","","SB 6494(S Rules X)","","DP2S(w/o sub ELHS)26 DNP4 w/oRec2 (APP 16)","Kagi","Walsh",""
"HB 2440","f","Youth host home programs","H subst for","","2/10/2016","Kagi","","","","DPS11 (ELHS 16)","Kagi","Smith",""
"HB 2441","","Disability comp SS offset","H subst for","","2/16/2016","Kirby","","","","DPS5 DNP2 (LAWS 16)","Kirby","Sells",""
"HB 2442","","Affordable housing zones","H Comm Dev, Hous","","1/13/2016","Appleton","","","","","Appleton","Moscoso",""
"HB 2443","fd","Conversion vending&med units","H subst for","","2/17/2016","Sells","","","","DPS7 (LAWS 16)","Sells","Kilduff",""
"HB 2444","fd","Industrial classif. system","C 168 L 16","","4/1/2016","Manweller","","SB 6231(S Rules X)","47-0-0-2","DP7 (CL 16)","Manweller","Sells",""
"HB 2445","fo#","3rd party admins. & managers","H HC/Wellness","","1/13/2016","Robinson","","SB 6447(S Health Care)","","","Robinson","Cody",""
"HB 2446","","Fish & wildlife work groups","H Rules R","","2/5/2016","Rossetti","","","","DP9 DNP2 (AGNR 16)","Rossetti","Orcutt",""
"HB 2447","fo","Emergency healthcare billing","H Rules R","","2/4/2016","Cody","","","","DPS13 DNP2 (HCW 16)","Cody","Robinson",""
"HB 2448","f","East Asian med. therapies","H subst for","","2/17/2016","Robinson","","SB 6389(S Rules X)","","DPS12 (HCW 16)","Robinson","Harris",""
"HB 2449","f#","Truancy reduction","H subst for","","2/12/2016","Orwall","","","","DP2S(w/o sub JUDI)29 DNP2 w/oRec1 (APP 16)","Orwall","Magendanz",""
"HB 2450","f","Critical access hospitals","H subst for","","2/12/2016","Tharinger","","","","DPS12 (HCW 16)","Tharinger","Short",""
"HB 2451","f","Postsec. & K-12 partnerships","H Hi Ed","","1/13/2016","Stambaugh","","","","","Stambaugh","Pollet",""
"HB 2452","fd","Medical licensure compact","H subst for","","2/12/2016","Riccelli","","SB 6228(S Health Care)","","DPS(HCW)25 DNP6 w/oRec1 (APP 16)","Riccelli","Harris",""
"HB 2453","f","State hospital oversight","H subst for","","3/3/2016","Jinkins","","","","DP2S(w/o sub JUDI)33 (APP 16)","Jinkins","Rodne",""
"HB 2454","#","Private roadway maintenance","H Local Govt","","1/13/2016","MacEwen","","","","","MacEwen","",""
"HB 2455","f","Incremental electricity","H Tech &  Econ D","","1/13/2016","Morris","","ESB 6166(Gov vetoed)","","","Morris","Smith",""
"HB 2456","f","Vessel taxes and permits","H Finance","","1/13/2016","Tarleton","","","","","Tarleton","Young",""
"HB 2457","#","Electric utility easements","C 98 L 16","","3/31/2016","Young","","","48-0-0-1","DP5 (GOS 16)","Young","",""
"HB 2458","f","Rx donation program","H subst for","","2/11/2016","Parker","","","","DPS12 (HCW 16)","Parker","Cody",""
"HB 2459","","GMA/economic deterioration","H Local Govt","","1/13/2016","Taylor","","","","","Taylor","Griffey",""
"HB 2460","","Firearms/public places","H Judiciary","","1/13/2016","Walkinshaw","","SB 6351(S Law & Justice)","","","Walkinshaw","Jinkins",""
"HB 2461","f#","Extreme risk protect. orders","H Judiciary","","1/13/2016","Jinkins","","SB 6352(S Law & Justice)","","","Jinkins","Appleton",""
"HB 2462","f#","Surrender/surety's bond","H Rules 3C","","3/10/2016","Kilduff","","SB 6403(S Law & Justice)","98-0-0-0","DP9 (PS 16)","Kilduff","Goodman",""
"HB 2463","","Court consultation of JIS","H Judiciary","","1/13/2016","Rodne","","SB 6402(S Law & Justice)","","","Rodne","Jinkins",""
"HB 2464","","Abuse-deterrent opioids","H HC/Wellness","","1/13/2016","Peterson","","","","","Peterson","Walkinshaw",""
"HB 2465","f","Contraceptives/year supply","H subst for","","2/11/2016","Robinson","","SB 6369(S Health Care)","","DPS13 DNP2 (HCW 16)","Robinson","Stambaugh",""
"HB 2466","f","Nursing home facilities","H Approps","","1/14/2016","Cody","","SB 6240(S Ways & Means)","","","Cody","Schmick",""
"HB 2467","f","Rec. mineral prospecting","H Ag & Nat Res","","1/13/2016","Tarleton","","SB 6630(S Natural Resour)","","","Tarleton","Lytton",""
"HB 2468","","GMA/rail dependent uses","H Local Govt","","1/13/2016","Pike","","SB 6334(S subst for)","","","Pike","Moscoso",""
"HB 2469","f#","Filing fee petitions/digital","H State Governme","","1/13/2016","Bergquist","","","","","Bergquist","Van Werven",""
"HB 2470","#","Death investigations","H Public Safety","","1/13/2016","Appleton","","","","","Appleton","",""
"HB 2471","","Coroners/warrant authority","H Judiciary","","1/13/2016","Appleton","","","","","Appleton","",""
"HB 2472","fe","Teacher salaries & mentoring","H Approps","","1/13/2016","Santos","","SB 6241(S EL/K-12)","","","Santos","Sawyer",""
"HB 2473","f#","Culpability definitions","H Public Safety","","1/13/2016","Goodman","","","","","Goodman","Holy",""
"HB 2474","f","Vehicle transfers","H Trans","","1/13/2016","Harmsworth","","","","","Harmsworth","Condotta",""
"HB 2475","","Health info. disclosures","H HC/Wellness","","1/13/2016","Zeiger","","","","","Zeiger","Cody",""
"HB 2476","","180-day school year waivers","C 99 L 16","","3/31/2016","Johnson","","","47-0-0-2","DP9 (EDU 16)","Johnson","Santos",""
"HB 2477","f#","Filing fee petitions","H Rules X","","2/26/2016","Fitzgibbon","","","","DPS7 (SG 16)","Fitzgibbon","Cody",""
"EHB 2478","af","Pollinator forage preserv.","C 44 L 16","","3/29/2016","Peterson","","","95-1-0-2","DPA4 (AWRD 16)","Peterson","Stambaugh",""
"HB 2479","fd","Tax preferences","H Finance","","1/13/2016","Lytton","","","","","Lytton","Reykdal",""
"HB 2480","","Natural res agencies/fed gov","H Rules R","","2/4/2016","Blake","","","","DPS12 (AGNR 16)","Blake","Buys",""
"HB 2481","","Short-barreled rifles","H Judiciary","","1/13/2016","Blake","","SB 6165(S subst for)","","","Blake","Wilcox",""
"HB 2482","","Drug-free zones","H Public Safety","","1/13/2016","Blake","","","","","Blake","Wilcox",""
"HB 2483","f#","Child sex exploit./subpoenas","H subst for","","2/15/2016","Sawyer","","","","DPS13 (JUDI 16)","Sawyer","Orwall",""
"HB 2484","f","Dairy farm workplaces","H Approps","","2/5/2016","Walkinshaw","","","","DPS4 DNP2 (LAWS 16)","Walkinshaw","Moscoso",""
"HB 2485","f","Hospital privileges/ARNPs","H HC/Wellness","","1/14/2016","Cody","","","","","Cody","Harris",""
"HB 2486","fd","Environmental statutes","H Rules R","","2/9/2016","Fitzgibbon","","SB 6257(S Energy, Enviro)","","DPS(ENVI)4 DNP2 (GGIT 16)","Fitzgibbon","Tharinger",""
"HB 2487","fo","LEOFF 2 retirees/annuities","H Approps","","1/14/2016","Van De Wege","","SB 6264(S subst for)","","","Van De Wege","Fitzgibbon",""
"HB 2488","f#","Academic bill of rights","H Hi Ed","","1/14/2016","Manweller","","","","","Manweller","Zeiger",""
"HB 2489","","Worker wage parity","H Labor & Workpl","","1/14/2016","Manweller","","","","","Manweller","Condotta",""
"HB 2490","","Public employee bargaining","H Labor & Workpl","","1/14/2016","Manweller","","","","","Manweller","Condotta",""
"HB 2491","","Local wage law preemption","H Labor & Workpl","","1/14/2016","Manweller","","","","","Manweller","Condotta",""
"HB 2492","f#","Aggravated theft or robbery","H Public Safety","","1/14/2016","Goodman","","","","","Goodman","Hawkins",""
"HB 2493","fd","Habitat & rec. lands group","H Rules 3C","","3/10/2016","Smith","","SB 6296(C 151 L 16)","98-0-0-0","DP7 (NRP 16)","Smith","Tharinger",""
"HB 2494","f#","Marijuana offense penalties","H Rules 3C","","3/10/2016","Tarleton","","SB 6486(S Law & Justice)","73-24-0-0","DP9 (COG 16)","Tarleton","Santos",""
"HB 2495","f","WSPRS/military service","H Approps","","1/14/2016","Muri","","SB 6634(S Transportation)","","","Muri","Griffey",""
"HB 2496","fd","Military members/pro bono","H subst for","","2/17/2016","Kilduff","","SB 6300(S Ways & Means)","","DPS(JUDI)6 w/oRec1 (GGIT 16)","Kilduff","Muri",""
"HB 2497","","Female genital mutilation","H HC/Wellness","","1/14/2016","Robinson","","","","","Robinson","Goodman",""
"HB 2498","f","Dental prior authorization","H subst for","","2/16/2016","Caldier","","","","DPS15 (HCW 16)","Caldier","Cody",""
"HB 2499","","Dental procedures/insurance","H HC/Wellness","","1/14/2016","Caldier","","","","","Caldier","Moeller",""
"HB 2500","","Impounded livestock","H subst for","","2/10/2016","Caldier","","","","DPS13 (AGNR 16)","Caldier","Blake",""
"HB 2501","f#","Confined person health info.","H subst for","","2/11/2016","Caldier","","","","DPS9 (PS 16)","Caldier","Jinkins",""
"HB 2502","","HCA rule-making authority","H HC/Wellness","","1/14/2016","Caldier","","","","","Caldier","Manweller",""
"HB 2503","","Fire sprinkler systems","H subst for","","2/16/2016","Buys","","SB 6284(S subst for)","","DPS9 (LG 16)","Buys","Griffey",""
"HB 2504","f","Retail spirits license fee","H Commerce & Gam","","1/14/2016","Hurst","","","","","Hurst","Vick",""
"HB 2505","f#","Payroll cards","H Rules R","","2/5/2016","Hunt, G.","","","","DPS9 DNP1 (BFS 16)","Hunt, G.","Kirby",""
"HB 2506","f","Electric facilities reg plan","H Rules R","","2/9/2016","Young","","","","DPS(TED)5 DNP2 (GGIT 16)","Young","Tarleton",""
"HB 2507","f","Offender assault victims","H Rules 3C","","3/10/2016","Klippert","","","98-0-0-0","DP7 (CL 16)","Klippert","Blake",""
"HB 2508","f#","International Plumbing Code","H Local Govt","","1/14/2016","Buys","","","","","Buys","Springer",""
"HB 2509","fd#","Wildlife and recreation prg.","H Rules R","","2/5/2016","Tharinger","","SB 6227(S subst for)","","DPS9 (CB 16)","Tharinger","DeBolt",""
"HB 2510","","Existing county statutes","H Rules R","","2/5/2016","Appleton","","SB 6348(S GovtOp&Sec)","","DP8 DNP1 (LG 16)","Appleton","Griffey",""
"HB 2511","f","Child care center licensing","H subst for","","2/10/2016","Pike","","","","DPS11 (ELHS 16)","Pike","Scott",""
"HB 2512","","Automobile facility records","H Rules 3C","","3/10/2016","Clibborn","","SB 6326(S subst for)","98-0-0-0","DPA12 (TRAN 16)","Clibborn","Orcutt",""
"HB 2513","","Truancy/school assignments","H Judiciary","","1/14/2016","Klippert","","","","","Klippert","Griffey",""
"HB 2514","f","Hunter ed/NRA spec lic plate","H Trans","","1/14/2016","Griffey","","","","","Griffey","Blake",""
"HB 2515","f","Medicaid reimbursement/PCPs","H Approps","","1/14/2016","Pettigrew","","SB 6272(S Ways & Means)","","","Pettigrew","Harris",""
"HB 2516","","Commuter ride-sharing/CTSPs","C 21 L 16","","3/25/2016","Kirby","","","47-0-0-2","DP9 (FI 16)","Kirby","Vick",""
"HB 2517","","Dental office support","H HC/Wellness","","1/14/2016","Manweller","","SB 6275(S Health Care)","","","Manweller","Jinkins",""
"HB 2518","f","Intergenerational poverty","H subst for","","2/16/2016","Sawyer","","","","DPS(ELHS)18 DNP12 w/oRec3 (APP 16)","Sawyer","Walsh",""
"HB 2519","","Nuisance abatement costs","H subst for","","2/16/2016","McCaslin","","","","DPS(LG)12 DNP1 w/oRec2 (FIN 16)","McCaslin","Gregerson",""
"HB 2520","fo#","Marijuana sales/cooperatives","C 170 L 16","","4/1/2016","Wylie","","SB 6304(S Rules X)","39-8-0-2","DP7 (CL 16)","Wylie","",""
"HB 2521","fo","Marijuana disposal","C 171 L 16","","4/1/2016","Wylie","","SB 6303(S Rules X)","46-2-0-1","DP7 (CL 16)","Wylie","Condotta",""
"HB 2522","fo#","Minors/marijuana retailers","H Rules 3C","","3/10/2016","Wylie","","SB 6302(S Rules X)","98-0-0-0","DP9 (COG 16)","Wylie","Kilduff",""
"HB 2523","f","Leasehold excise tax credit","H Finance","","1/14/2016","Lytton","","SB 6462(S Ways & Means)","","","Lytton","Nealey",""
"HB 2524","d","Trans sup budget 2015-2017","H subst for","","2/25/2016","Clibborn","","SB 6307(S Rules 2)","","DPS22 DNP2 (TR 16)","Clibborn","Orcutt",""
"HB 2525","f","Transition of coal units","H Tech &  Econ D","","1/14/2016","Morris","","SB 6248(S subst for)","","","Morris","Magendanz",""
"HB 2526","f","State resident qualification","H Rules 3C","","3/10/2016","McCaslin","","","98-0-0-0","DP5 DNP1 w/oRec1 (NRP 16)","McCaslin","Blake",""
"HB 2527","f","On-site sewage systems","H Rules R","","2/9/2016","Peterson","","","","DPS(ENVI)24 DNP7 w/oRec2 (APP 16)","Peterson","Goodman",""
"HB 2528","f","Economic dev. committees","H Rules R","","1/29/2016","Tarleton","","","","DP12 (TED 16)","Tarleton","Smith",""
"HB 2529","","Recreational pass penalties","H Approps","","1/14/2016","Blake","","SB 6297(S subst for)","","","Blake","Johnson",""
"HB 2530","f#","Victims of sex crimes","H subst for","","2/16/2016","Orwall","","SB 6484(S Law & Justice)","","DP2S(w/o sub PS)27 DNP3 w/oRec2 (APP 16)","Orwall","McCabe",""
"HB 2531","","Dentistry practice offices","H HC/Wellness","","1/14/2016","Sullivan","","SB 6318(S Health Care)","","","Sullivan","DeBolt",""
"HB 2532","f","Access to library services","H Rules R","","1/25/2016","Kilduff","","","","DPS6 DNP3 (LG 16)","Kilduff","Muri",""
"HB 2533","f#","Child sex exploit./fees","H Rules R","","2/3/2016","Kilduff","","","","DP9 (PS 16)","Kilduff","Caldier",""
"EHB 2534","f#","Veterans/care & support srv.","H Rules 3C","","3/10/2016","Kilduff","","","98-0-0-0","DP5 (GOS 16)","Kilduff","Orwall",""
"HB 2535","f","Property tax relief programs","H Finance","","1/14/2016","Stokesbary","","","","","Stokesbary","Kilduff",""
"HB 2536","f","Property tax relief programs","H Finance","","1/14/2016","Stokesbary","","","","","Stokesbary","Kilduff",""
"HB 2537","","State spending prgs. review","H Approps","","1/14/2016","Stokesbary","","","","","Stokesbary","Kilduff",""
"HB 2538","","Indust & manuf construction","H Finance","","1/14/2016","Stokesbary","","","","","Stokesbary","Fey",""
"HB 2539","f#","Real estate tax/inheritance","H subst for","","2/16/2016","Nealey","","SB 6367(S Ways & Means)","","DPS15 (FIN 16)","Nealey","Manweller",""
"HB 2540","f","Annual tax surveys & reports","H subst for","","2/16/2016","Nealey","","SB 6412(S Ways & Means)","","DPS15 (FIN 16)","Nealey","Tharinger",""
"HB 2541","f#","Involuntary treatment orders","H subst for","","2/11/2016","Frame","","","","DPS13 (JUDI 16)","Frame","Rodne",""
"HB 2542","f","WA motion picture industry","H Finance","","1/14/2016","Riccelli","","","","","Riccelli","Orcutt",""
"HB 2543","f#","Civil service qualifications","H Rules 3C","","3/10/2016","Stokesbary","","SB 6319(S Rules X)","89-7-0-1","DPA7 (CL 16)","Stokesbary","Hickel",""
"HB 2544","f#","Affordable housing/prop. tax","H Finance","","2/5/2016","Frame","","SB 6239(S subst for)","","DPS6 w/oRec1 (CDHT 16)","Frame","Ryu",""
"HB 2545","f","Flame retardant chemicals","H subst for","","2/15/2016","Van De Wege","","SB 6440(S Rules X)","","DPS(HCW)23 DNP7 w/oRec2 (APP 16)","Van De Wege","Taylor",""
"HB 2546","","UW regents faculty rep.","H Hi Ed","","1/14/2016","Pollet","","","","","Pollet","Tarleton",""
"HB 2547","f#","Synthetic turf materials","H Environment","","1/14/2016","Pollet","","","","","Pollet","Farrell",""
"HB 2548","","Labor & industries appeals","H Labor & Workpl","","1/14/2016","Condotta","","","","","Condotta","Manweller",""
"HB 2549","f","Permitting of conveyances","H Labor & Workpl","","1/14/2016","Condotta","","","","","Condotta","Manweller",""
"HB 2550","","Elderly prospective jurors","H Judiciary","","1/14/2016","Condotta","","","","","Condotta","Van De Wege",""
